date,domain,source_ip,source_port,destination_ip,destination_port,status,prediction
2024-06-13 09:12:17,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:17,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:17,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:17,,120.233.205.146,20038,10.21.250.9,51942,ALLOW,Normal
2024-06-13 09:12:17,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:17,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:17,,120.241.118.152,20054,10.21.250.9,51705,ALLOW,Normal
2024-06-13 09:12:17,,120.241.118.152,20054,10.21.250.9,51863,ALLOW,Normal
2024-06-13 09:12:17,,120.241.118.153,20054,10.21.250.9,51926,ALLOW,Normal
2024-06-13 09:12:19,,4.241.22.149,443,10.21.250.9,51594,ALLOW,Normal
2024-06-13 09:12:19,,4.241.22.149,443,10.21.250.9,51594,ALLOW,Normal
2024-06-13 09:12:19,,4.241.22.149,443,10.21.250.9,51594,ALLOW,Normal
2024-06-13 09:12:20,,119.3.210.249,443,10.21.250.9,23748,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:20,,120.233.205.148,20038,10.21.250.9,51944,ALLOW,Normal
2024-06-13 09:12:22,,120.233.205.146,20038,10.21.250.9,51942,ALLOW,Normal
2024-06-13 09:12:22,,120.233.205.146,20038,10.21.250.9,51942,ALLOW,Normal
